#Energy      Hf   Nb   Ta   Ti   Zr  Total
        570.0000          1.00000000E+20          7.17246271E+01          1.95792493E+02          4.99137887E+01          6.97599488E+01          1.87199039E+01
        570.0010          1.00000000E+20          7.17246379E+01          1.95792326E+02          4.99138366E+01          6.97599622E+01          1.87199108E+01
        580.0000          1.00000000E+20          7.18371765E+01          1.94156326E+02          5.03923121E+01          6.98975477E+01          1.87892902E+01
        590.0000          1.00000000E+20          7.19586302E+01          1.92589046E+02          5.08709506E+01          7.00432439E+01          1.88594713E+01
        600.0000          1.00000000E+20          7.20884865E+01          1.91087134E+02          5.13496585E+01          7.01965769E+01          1.89303982E+01
        610.0000          1.00000000E+20          7.22262781E+01          1.89647304E+02          5.18283935E+01          7.03571175E+01          1.90020255E+01
        620.0000          1.00000000E+20          7.23715687E+01          1.88266484E+02          5.23071172E+01          7.05244654E+01          1.90743106E+01
        630.0000          1.00000000E+20          7.25239508E+01          1.86941797E+02          5.27857944E+01          7.06982468E+01          1.91472137E+01
        640.0000          1.00000000E+20          7.26830433E+01          1.85670549E+02          5.32643925E+01          7.08781120E+01          1.92206978E+01
        650.0000          1.00000000E+20          7.28484898E+01          1.84450210E+02          5.37428821E+01          7.10637339E+01          1.92947282E+01
        660.0000          1.00000000E+20          7.30199559E+01          1.83278408E+02          5.42212360E+01          7.12548062E+01          1.93692722E+01
        670.0000          1.00000000E+20          7.31971286E+01          1.82152910E+02          5.46994291E+01          7.14510417E+01          1.94442995E+01
        680.0000          1.00000000E+20          7.33797136E+01          1.81071617E+02          5.51774388E+01          7.16521707E+01          1.95197814E+01
        690.0000          1.00000000E+20          7.35674347E+01          1.80032554E+02          5.56552439E+01          7.18579402E+01          1.95956910E+01
        700.0000          1.00000000E+20          7.37600324E+01          1.79033857E+02          5.61328254E+01          7.20681123E+01          1.96720032E+01
        710.0000          1.00000000E+20          7.39572622E+01          1.78073770E+02          5.66101656E+01          7.22824631E+01          1.97486943E+01
        720.0000          1.00000000E+20          7.41588941E+01          1.77150635E+02          5.70872485E+01          7.25007819E+01          1.98257420E+01
        730.0000          1.00000000E+20          7.43647112E+01          1.76262884E+02          5.75640593E+01          7.27228704E+01          1.99031253E+01
        740.0000          1.00000000E+20          7.45745091E+01          1.75409036E+02          5.80405845E+01          7.29485412E+01          1.99808244E+01
        750.0000          1.00000000E+20          7.47880949E+01          1.74587691E+02          5.85168118E+01          7.31776178E+01          2.00588207E+01
        760.0000          1.00000000E+20          7.50052862E+01          1.73797521E+02          5.89927299E+01          7.34099336E+01          2.01370967E+01
        770.0000          1.00000000E+20          7.52259110E+01          1.73037268E+02          5.94683286E+01          7.36453311E+01          2.02156358E+01
        780.0000          1.00000000E+20          7.54498063E+01          1.72305740E+02          5.99435984E+01          7.38836612E+01          2.02944224E+01
        790.0000          1.00000000E+20          7.56768181E+01          1.71601807E+02          6.04185309E+01          7.41247833E+01          2.03734417E+01
        800.0000          1.00000000E+20          7.59068005E+01          1.70924394E+02          6.08931183E+01          7.43685639E+01          2.04526796E+01
        810.0000          1.00000000E+20          7.61396153E+01          1.70272481E+02          6.13673536E+01          7.46148768E+01          2.05321231E+01
        820.0000          1.00000000E+20          7.63751314E+01          1.69645097E+02          6.18412304E+01          7.48636024E+01          2.06117596E+01
        830.0000          1.00000000E+20          7.66132246E+01          1.69041320E+02          6.23147431E+01          7.51146271E+01          2.06915774E+01
        840.0000          1.00000000E+20          7.68537770E+01          1.68460272E+02          6.27878863E+01          7.53678433E+01          2.07715651E+01
        850.0000          1.00000000E+20          7.70966765E+01          1.67901115E+02          6.32606556E+01          7.56231488E+01          2.08517123E+01
        860.0000          1.00000000E+20          7.73418168E+01          1.67363054E+02          6.37330467E+01          7.58804465E+01          2.09320089E+01
        870.0000          1.00000000E+20          7.75890967E+01          1.66845328E+02          6.42050559E+01          7.61396443E+01          2.10124453E+01
        880.0000          1.00000000E+20          7.78384201E+01          1.66347211E+02          6.46766801E+01          7.64006544E+01          2.10930125E+01
        890.0000          1.00000000E+20          7.80896956E+01          1.65868013E+02          6.51479163E+01          7.66633935E+01          2.11737019E+01
        900.0000          1.00000000E+20          7.83428359E+01          1.65407073E+02          6.56187621E+01          7.69277822E+01          2.12545054E+01
        910.0000          1.00000000E+20          7.85977581E+01          1.64963759E+02          6.60892152E+01          7.71937450E+01          2.13354152E+01
        920.0000          1.00000000E+20          7.88543833E+01          1.64537467E+02          6.65592738E+01          7.74612098E+01          2.14164240E+01
        930.0000          1.00000000E+20          7.91126361E+01          1.64127622E+02          6.70289364E+01          7.77301082E+01          2.14975249E+01
        940.0000          1.00000000E+20          7.93724447E+01          1.63733670E+02          6.74982017E+01          7.80003748E+01          2.15787111E+01
        950.0000          1.00000000E+20          7.96337405E+01          1.63355083E+02          6.79670686E+01          7.82719472E+01          2.16599764E+01
        960.0000          1.00000000E+20          7.98964581E+01          1.62991355E+02          6.84355364E+01          7.85447660E+01          2.17413147E+01
        970.0000          1.00000000E+20          8.01605352E+01          1.62642001E+02          6.89036043E+01          7.88187744E+01          2.18227203E+01
        980.0000          1.00000000E+20          8.04259119E+01          1.62306556E+02          6.93712722E+01          7.90939182E+01          2.19041878E+01
        990.0000          1.00000000E+20          8.06925315E+01          1.61984574E+02          6.98385397E+01          7.93701457E+01          2.19857120E+01
       1000.0000          1.00000000E+20          8.09603393E+01          1.61675629E+02          7.03054069E+01          7.96474074E+01          2.20672880E+01
       1100.0000          1.00000000E+20          8.36933511E+01          1.59220386E+02          7.49521557E+01          8.24674537E+01          2.28849587E+01
       1200.0000          1.00000000E+20          8.64998045E+01          1.57704065E+02          7.95597474E+01          8.53498128E+01          2.37037780E+01
       1300.0000          1.00000000E+20          8.93519916E+01          1.56895053E+02          8.41296767E+01          8.82694976E+01          2.45213834E+01
       1400.0000          1.00000000E+20          9.22311955E+01          1.56629358E+02          8.86637530E+01          9.12097202E+01          2.53362581E+01
       1500.0000          1.00000000E+20          9.51245231E+01          1.56787856E+02          9.31638747E+01          9.41589903E+01          2.61474205E+01
       1600.0000          1.00000000E+20          9.80229605E+01          1.57282101E+02          9.76319136E+01          9.71093369E+01          2.69542378E+01
       1664.9990          1.00000000E+20          9.99065565E+01          1.57751008E+02          1.00519742E+02          9.90248926E+01          2.74761339E+01
       1665.0010          1.00000000E+20          9.99066144E+01          1.57751024E+02          1.00519830E+02          9.90249515E+01          2.74761499E+01
       1700.0000          1.00000000E+20          1.00920140E+02          1.58045183E+02          1.02069658E+02          1.00055182E+02          2.77563090E+01
       1719.9990          1.00000000E+20          1.01498972E+02          1.58225302E+02          1.02953678E+02          1.00643413E+02          2.79161220E+01
       1720.0010          1.00000000E+20          1.01499030E+02          1.58225321E+02          1.02953766E+02          1.00643472E+02          2.79161380E+01
       1736.9990          1.00000000E+20          1.01990797E+02          1.58384958E+02          1.03704242E+02          1.01143149E+02          2.80518117E+01
       1737.0010          1.00000000E+20          1.01990855E+02          1.58384977E+02          1.03704330E+02          1.01143207E+02          2.80518277E+01
       1795.9990          1.00000000E+20          1.03696005E+02          1.58982782E+02          1.06302909E+02          1.02875279E+02          2.85215966E+01
       1796.0010          1.00000000E+20          1.03696063E+02          1.58982804E+02          1.06302997E+02          1.02875338E+02          2.85216125E+01
       1800.0000          1.00000000E+20          1.03811535E+02          1.59025652E+02          1.06478789E+02          1.02992606E+02          2.85533899E+01
       1900.0000          1.00000000E+20          1.06693919E+02          1.60183375E+02          1.10860868E+02          1.05918860E+02          2.93453449E+01
       2000.0000          1.00000000E+20          1.09565004E+02          1.61486653E+02          1.15217341E+02          1.08832029E+02          3.01321130E+01
       2100.0000          1.00000000E+20          1.12423178E+02          1.62910165E+02          1.19549540E+02          1.11730802E+02          3.09136862E+01
       2112.9990          1.00000000E+20          1.12793701E+02          1.63102925E+02          1.20110965E+02          1.12106507E+02          3.10149026E+01
       2113.0010          1.00000000E+20          1.12793758E+02          1.63102955E+02          1.20111051E+02          1.12106565E+02          3.10149182E+01
       2196.9990          1.00000000E+20          1.15182186E+02          1.64386480E+02          1.23729701E+02          1.14528002E+02          3.16668682E+01
       2197.0010          1.00000000E+20          1.15182243E+02          1.64386511E+02          1.23729787E+02          1.14528059E+02          3.16668837E+01
       2200.0000          1.00000000E+20          1.15267327E+02          1.64433480E+02          1.23858694E+02          1.14614308E+02          3.16900935E+01
       2226.9990          1.00000000E+20          1.16032710E+02          1.64859637E+02          1.25018321E+02          1.15390131E+02          3.18988367E+01
       2227.0010          1.00000000E+20          1.16032767E+02          1.64859669E+02          1.25018407E+02          1.15390188E+02          3.18988521E+01
       2300.0000          1.00000000E+20          1.18096705E+02          1.66039969E+02          1.28145935E+02          1.17481998E+02          3.24613897E+01
       2310.9990          1.00000000E+20          1.18406984E+02          1.66221134E+02          1.28616196E+02          1.17796435E+02          3.25459155E+01
       2311.0010          1.00000000E+20          1.18407040E+02          1.66221167E+02          1.28616282E+02          1.17796492E+02          3.25459309E+01
       2368.9990          1.00000000E+20          1.20040079E+02          1.67189688E+02          1.31091860E+02          1.19451286E+02          3.29906340E+01
       2369.0010          1.00000000E+20          1.20040136E+02          1.67189722E+02          1.31091945E+02          1.19451343E+02          3.29906493E+01
       2374.9990          1.00000000E+20          1.20208724E+02          1.67291099E+02          1.31347572E+02          1.19622166E+02          3.30365434E+01
       2375.0010          1.00000000E+20          1.20208781E+02          1.67291133E+02          1.31347658E+02          1.19622223E+02          3.30365587E+01
       2400.0000          1.00000000E+20          1.20910840E+02          1.67715985E+02          1.32412305E+02          1.20333564E+02          3.32276478E+01
       2468.9990          1.00000000E+20          1.22843531E+02          1.68906978E+02          1.35344395E+02          1.22291639E+02          3.37534651E+01
       2469.0010          1.00000000E+20          1.22843586E+02          1.68907013E+02          1.35344480E+02          1.22291696E+02          3.37534803E+01
       2471.9990          1.00000000E+20          1.22927393E+02          1.68959339E+02          1.35471669E+02          1.22376598E+02          3.37762740E+01
       2472.0010          1.00000000E+20          1.22927449E+02          1.68959374E+02          1.35471754E+02          1.22376655E+02          3.37762892E+01
       2500.0000          1.00000000E+20          1.23709464E+02          1.69450248E+02          1.36658766E+02          1.23168872E+02          3.39889532E+01
       2535.9990          1.00000000E+20          1.24713117E+02          1.70086965E+02          1.38182750E+02          1.24185571E+02          3.42618211E+01
       2536.0010          1.00000000E+20          1.24713173E+02          1.70087000E+02          1.38182835E+02          1.24185627E+02          3.42618362E+01
       2600.0000          1.00000000E+20          1.26492462E+02          1.71233370E+02          1.40886208E+02          1.25987919E+02          3.47453998E+01
       2603.9990          1.00000000E+20          1.26603429E+02          1.71305577E+02          1.41054880E+02          1.26100315E+02          3.47755504E+01
       2604.0010          1.00000000E+20          1.26603484E+02          1.71305613E+02          1.41054964E+02          1.26100372E+02          3.47755655E+01
       2700.0000          1.00000000E+20          1.29259835E+02          1.73057495E+02          1.45095453E+02          1.28790799E+02          3.54970864E+01
       2701.9990          1.00000000E+20          1.29314996E+02          1.73094330E+02          1.45179415E+02          1.28846665E+02          3.55120647E+01
       2702.0010          1.00000000E+20          1.29315051E+02          1.73094367E+02          1.45179499E+02          1.28846721E+02          3.55120797E+01
       2711.9990          1.00000000E+20          1.29590845E+02          1.73278802E+02          1.45599334E+02          1.29126037E+02          3.55869662E+01
       2712.0010          1.00000000E+20          1.29590900E+02          1.73278839E+02          1.45599418E+02          1.29126093E+02          3.55869812E+01
       2800.0000          1.00000000E+20          1.32011667E+02          1.74916012E+02          1.49287261E+02          1.31577676E+02          3.62441149E+01
       2900.0000          1.00000000E+20          1.34748107E+02          1.76803327E+02          1.53462341E+02          1.34348768E+02          3.69865889E+01
       3000.0000          1.00000000E+20          1.37469352E+02          1.78714691E+02          1.57621350E+02          1.37104326E+02          3.77246118E+01
       3100.0000          1.00000000E+20          1.40175632E+02          1.80646049E+02          1.61764898E+02          1.39844629E+02          3.84582865E+01
       3200.0000          1.00000000E+20          1.42867199E+02          1.82593931E+02          1.65893557E+02          1.42569975E+02          3.91877143E+01
       3300.0000          1.00000000E+20          1.45544327E+02          1.84555356E+02          1.70007860E+02          1.45280668E+02          3.99129948E+01
       3400.0000          1.00000000E+20          1.48207295E+02          1.86527754E+02          1.74108305E+02          1.47977023E+02          4.06342255E+01
       3500.0000          1.00000000E+20          1.50856391E+02          1.88508905E+02          1.78195359E+02          1.50659354E+02          4.13515014E+01
       3600.0000          1.00000000E+20          1.53491907E+02          1.90496884E+02          1.82269460E+02          1.53327975E+02          4.20649148E+01
       3700.0000          1.00000000E+20          1.56114133E+02          1.92490021E+02          1.86331020E+02          1.55983198E+02          4.27745557E+01
       3800.0000          1.00000000E+20          1.58723357E+02          1.94486863E+02          1.90380427E+02          1.58625327E+02          4.34805110E+01
       3900.0000          1.00000000E+20          1.61319866E+02          1.96486143E+02          1.94418045E+02          1.61254665E+02          4.41828653E+01
       4000.0000          1.00000000E+20          1.63903938E+02          1.98486756E+02          1.98444219E+02          1.63871506E+02          4.48817002E+01
       4100.0000          1.00000000E+20          1.66475850E+02          2.00487735E+02          2.02459273E+02          1.66476135E+02          4.55770949E+01
       4200.0000          1.00000000E+20          1.69035869E+02          2.02488236E+02          2.06463516E+02          1.69068834E+02          4.62691259E+01
       4300.0000          1.00000000E+20          1.71584260E+02          2.04487518E+02          2.10457238E+02          1.71649873E+02          4.69578670E+01
       4400.0000          1.00000000E+20          1.74121276E+02          2.06484935E+02          2.14440715E+02          1.74219515E+02          4.76433899E+01
       4500.0000          1.00000000E+20          1.76647166E+02          2.08479918E+02          2.18414209E+02          1.76778017E+02          4.83257637E+01
       4600.0000          1.00000000E+20          1.79162171E+02          2.10471969E+02          2.22377970E+02          1.79325626E+02          4.90050551E+01
       4700.0000          1.00000000E+20          1.81666527E+02          2.12460654E+02          2.26332232E+02          1.81862581E+02          4.96813288E+01
       4800.0000          1.00000000E+20          1.84160459E+02          2.14445592E+02          2.30277222E+02          1.84389115E+02          5.03546471E+01
       4900.0000          1.00000000E+20          1.86644189E+02          2.16426448E+02          2.34213153E+02          1.86905453E+02          5.10250704E+01
       4969.9990          1.00000000E+20          1.88376819E+02          2.17810443E+02          2.36962986E+02          1.88660914E+02          5.14926689E+01
       4970.0010          1.00000000E+20          1.88376868E+02          2.17810482E+02          2.36963064E+02          1.88660964E+02          5.14926822E+01
       5000.0000          1.00000000E+20          1.89117929E+02          2.18402933E+02          2.38140230E+02          1.89411811E+02          5.16926571E+01
       5100.0000          1.00000000E+20          1.91581887E+02          2.20374794E+02          2.42058649E+02          1.91908399E+02          5.23574636E+01
       5200.0000          1.00000000E+20          1.94036262E+02          2.22341808E+02          2.45968594E+02          1.94395421E+02          5.30195444E+01
       5300.0000          1.00000000E+20          1.96481249E+02          2.24303787E+02          2.49870244E+02          1.96873074E+02          5.36789524E+01
       5400.0000          1.00000000E+20          1.98917035E+02          2.26260565E+02          2.53763770E+02          1.99341546E+02          5.43357387E+01
       5500.0000          1.00000000E+20          2.01343802E+02          2.28211999E+02          2.57649335E+02          2.01801023E+02          5.49899526E+01
       5600.0000          1.00000000E+20          2.03761726E+02          2.30157971E+02          2.61527094E+02          2.04251681E+02          5.56416422E+01
       5700.0000          1.00000000E+20          2.06170978E+02          2.32098375E+02          2.65397198E+02          2.06693692E+02          5.62908537E+01
       5800.0000          1.00000000E+20          2.08571723E+02          2.34033128E+02          2.69259790E+02          2.09127224E+02          5.69376320E+01
       5900.0000          1.00000000E+20          2.10964120E+02          2.35962155E+02          2.73115008E+02          2.11552437E+02          5.75820208E+01
       6000.0000          1.00000000E+20          2.13348326E+02          2.37885400E+02          2.76962985E+02          2.13969487E+02          5.82240621E+01
       6100.0000          1.00000000E+20          2.15724489E+02          2.39802815E+02          2.80803848E+02          2.16378524E+02          5.88637969E+01
       6200.0000          1.00000000E+20          2.18092755E+02          2.41714362E+02          2.84637720E+02          2.18779696E+02          5.95012648E+01
       6300.0000          1.00000000E+20          2.20453266E+02          2.43620016E+02          2.88464718E+02          2.21173144E+02          6.01365042E+01
       6400.0000          1.00000000E+20          2.22806159E+02          2.45519756E+02          2.92284957E+02          2.23559004E+02          6.07695526E+01
       6500.0000          1.00000000E+20          2.25151565E+02          2.47413571E+02          2.96098546E+02          2.25937410E+02          6.14004462E+01
       6600.0000          1.00000000E+20          2.27489613E+02          2.49301456E+02          2.99905590E+02          2.28308491E+02          6.20292201E+01
       6700.0000          1.00000000E+20          2.29820429E+02          2.51183412E+02          3.03706191E+02          2.30672371E+02          6.26559084E+01
       6800.0000          1.00000000E+20          2.32144134E+02          2.53059444E+02          3.07500448E+02          2.33029172E+02          6.32805445E+01
       6900.0000          1.00000000E+20          2.34460844E+02          2.54929563E+02          3.11288455E+02          2.35379012E+02          6.39031604E+01
       7000.0000          1.00000000E+20          2.36770675E+02          2.56793785E+02          3.15070305E+02          2.37722004E+02          6.45237877E+01
       7100.0000          1.00000000E+20          2.39073737E+02          2.58652127E+02          3.18846085E+02          2.40058260E+02          6.51424567E+01
       7200.0000          1.00000000E+20          2.41370137E+02          2.60504613E+02          3.22615882E+02          2.42387887E+02          6.57591971E+01
       7300.0000          1.00000000E+20          2.43659981E+02          2.62351266E+02          3.26379779E+02          2.44710989E+02          6.63740377E+01
       7400.0000          1.00000000E+20          2.45943369E+02          2.64192114E+02          3.30137855E+02          2.47027668E+02          6.69870065E+01
       7500.0000          1.00000000E+20          2.48220402E+02          2.66027187E+02          3.33890189E+02          2.49338023E+02          6.75981310E+01
       7600.0000          1.00000000E+20          2.50491175E+02          2.67856517E+02          3.37636856E+02          2.51642149E+02          6.82074376E+01
       7700.0000          1.00000000E+20          2.52755781E+02          2.69680137E+02          3.41377929E+02          2.53940140E+02          6.88149523E+01
       7800.0000          1.00000000E+20          2.55014312E+02          2.71498083E+02          3.45113478E+02          2.56232086E+02          6.94207002E+01
       7900.0000          1.00000000E+20          2.57266856E+02          2.73310391E+02          3.48843573E+02          2.58518077E+02          7.00247060E+01
       8000.0000          1.00000000E+20          2.59513499E+02          2.75117098E+02          3.52568280E+02          2.60798196E+02          7.06269936E+01
       8100.0000          1.00000000E+20          2.61754326E+02          2.76918244E+02          3.56287664E+02          2.63072529E+02          7.12275863E+01
       8200.0000          1.00000000E+20          2.63989417E+02          2.78713868E+02          3.60001787E+02          2.65341156E+02          7.18265069E+01
       8300.0000          1.00000000E+20          2.66218853E+02          2.80504010E+02          3.63710711E+02          2.67604157E+02          7.24237776E+01
       8400.0000          1.00000000E+20          2.68442710E+02          2.82288711E+02          3.67414495E+02          2.69861608E+02          7.30194200E+01
       8500.0000          1.00000000E+20          2.70661065E+02          2.84068012E+02          3.71113197E+02          2.72113585E+02          7.36134553E+01
       8600.0000          1.00000000E+20          2.72873991E+02          2.85841956E+02          3.74806872E+02          2.74360162E+02          7.42059040E+01
       8700.0000          1.00000000E+20          2.75081561E+02          2.87610585E+02          3.78495575E+02          2.76601409E+02          7.47967864E+01
       8800.0000          1.00000000E+20          2.77283843E+02          2.89373941E+02          3.82179360E+02          2.78837397E+02          7.53861220E+01
       8900.0000          1.00000000E+20          2.79480906E+02          2.91132066E+02          3.85858278E+02          2.81068192E+02          7.59739301E+01
       9000.0000          1.00000000E+20          2.81672818E+02          2.92885003E+02          3.89532378E+02          2.83293863E+02          7.65602293E+01
       9100.0000          1.00000000E+20          2.83859643E+02          2.94632794E+02          3.93201711E+02          2.85514472E+02          7.71450381E+01
       9200.0000          1.00000000E+20          2.86041444E+02          2.96375484E+02          3.96866324E+02          2.87730083E+02          7.77283743E+01
       9300.0000          1.00000000E+20          2.88218284E+02          2.98113113E+02          4.00526264E+02          2.89940758E+02          7.83102554E+01
       9400.0000          1.00000000E+20          2.90390222E+02          2.99845725E+02          4.04181575E+02          2.92146557E+02          7.88906985E+01
       9500.0000          1.00000000E+20          2.92557319E+02          3.01573362E+02          4.07832303E+02          2.94347538E+02          7.94697203E+01
       9563.9990          1.00000000E+20          2.93941725E+02          3.02676441E+02          4.10166346E+02          2.95753642E+02          7.98395502E+01
       9564.0010          1.00000000E+20          2.93941769E+02          3.02676475E+02          4.10166419E+02          2.95753686E+02          7.98395617E+01
       9600.0000          1.00000000E+20          2.94719632E+02          3.03296066E+02          4.11478489E+02          2.96543759E+02          8.00473372E+01
       9700.0000          1.00000000E+20          2.96877217E+02          3.05013879E+02          4.15120177E+02          2.98735276E+02          8.06235652E+01
       9800.0000          1.00000000E+20          2.99030130E+02          3.06726843E+02          4.18757408E+02          3.00922144E+02          8.11984199E+01
       9883.9990          1.00000000E+20          3.00834984E+02          3.08161998E+02          4.21809230E+02          3.02755537E+02          8.16802421E+01
       9884.0010          1.00000000E+20          3.00835027E+02          3.08162032E+02          4.21809302E+02          3.02755580E+02          8.16802536E+01
       9900.0000          1.00000000E+20          3.01178424E+02          3.08434999E+02          4.22390221E+02          3.03104415E+02          8.17719167E+01
      10000.0000          1.00000000E+20          3.03322152E+02          3.10138388E+02          4.26018656E+02          3.05282143E+02          8.23440705E+01
      10741.9990          1.00000000E+20          3.19090848E+02          3.22632587E+02          4.52808453E+02          3.21303773E+02          8.65488878E+01
      10742.0010          1.00000000E+20          3.19090890E+02          3.22632620E+02          4.52808525E+02          3.21303816E+02          8.65488990E+01
      11000.0000          1.00000000E+20          3.24519116E+02          3.26918960E+02          4.62070197E+02          3.26820242E+02          8.79948304E+01
      11138.9990          1.00000000E+20          3.27432379E+02          3.29216255E+02          4.67048921E+02          3.29781073E+02          8.87705216E+01
      11139.0010          1.00000000E+20          3.27432421E+02          3.29216288E+02          4.67048993E+02          3.29781115E+02          8.87705327E+01
      11274.9990          1.00000000E+20          3.30275307E+02          3.31455971E+02          4.71912820E+02          3.32670575E+02          8.95272685E+01
      11275.0010          1.00000000E+20          3.30275349E+02          3.31456004E+02          4.71912892E+02          3.32670617E+02          8.95272796E+01
      11683.9990          1.00000000E+20          3.38781405E+02          3.38144740E+02          4.86496867E+02          3.41316923E+02          9.17901984E+01
      11684.0010          1.00000000E+20          3.38781447E+02          3.38144773E+02          4.86496938E+02          3.41316965E+02          9.17902094E+01
      12000.0000          1.00000000E+20          3.45309795E+02          3.43265607E+02          4.97721046E+02          3.47953851E+02          9.35257002E+01
      13000.0000          1.00000000E+20          3.65731721E+02          3.59213353E+02          5.32998727E+02          3.68720148E+02          9.89475290E+01
      14000.0000          1.00000000E+20          3.85815944E+02          3.74793291E+02          5.67925928E+02          3.89149866E+02          1.04269372E+02
      15000.0000          1.00000000E+20          4.05588505E+02          3.90032892E+02          6.02521661E+02          4.09268769E+02          1.09498887E+02
      16000.0000          1.00000000E+20          4.25071513E+02          4.04956413E+02          6.36802091E+02          4.29098718E+02          1.14642619E+02
      17000.0000          1.00000000E+20          4.44283936E+02          4.19585311E+02          6.70781132E+02          4.48658469E+02          1.19706224E+02
      18000.0000          1.00000000E+20          4.63242208E+02          4.33938633E+02          7.04470897E+02          4.67964264E+02          1.24694629E+02
      18001.9990          1.00000000E+20          4.63279861E+02          4.33967061E+02          7.04537960E+02          4.68002612E+02          1.24704528E+02
      18002.0010          1.00000000E+20          4.63279898E+02          4.33967090E+02          7.04538027E+02          4.68002650E+02          1.24704538E+02
      18989.9990          1.00000000E+20          4.81774628E+02          4.47893607E+02          7.37549238E+02          4.86840762E+02          1.29563320E+02
      18990.0010          1.00000000E+20          4.81774665E+02          4.47893635E+02          7.37549304E+02          4.86840800E+02          1.29563330E+02
      19000.0000          1.00000000E+20          4.81960687E+02          4.48033339E+02          7.37882035E+02          4.87030296E+02          1.29612163E+02
      20000.0000          1.00000000E+20          5.00452016E+02          4.61884597E+02          7.71023991E+02          5.05869061E+02          1.34462655E+02
      21000.0000          1.00000000E+20          5.18727406E+02          4.75506020E+02          8.03905208E+02          5.24491638E+02          1.39249517E+02
      22000.0000          1.00000000E+20          5.36796860E+02          4.88909880E+02          8.36533290E+02          5.42907914E+02          1.43975804E+02
      23000.0000          1.00000000E+20          5.54669356E+02          5.02107275E+02          8.68915129E+02          5.61126766E+02          1.48644267E+02
      24000.0000          1.00000000E+20          5.72352997E+02          5.15108284E+02          9.01057009E+02          5.79156202E+02          1.53257398E+02
      25000.0000          1.00000000E+20          5.89855128E+02          5.27922088E+02          9.32964693E+02          5.97003487E+02          1.57817461E+02
      26000.0000          1.00000000E+20          6.07182442E+02          5.40557082E+02          9.64643490E+02          6.14675239E+02          1.62326526E+02
      27000.0000          1.00000000E+20          6.24341059E+02          5.53020961E+02          9.96098316E+02          6.32177514E+02          1.66786488E+02
      28000.0000          1.00000000E+20          6.41336602E+02          5.65320805E+02          1.02733374E+03          6.49515872E+02          1.71199091E+02
      29000.0000          1.00000000E+20          6.58174250E+02          5.77463144E+02          1.05835403E+03          6.66695441E+02          1.75565946E+02
      30000.0000          1.00000000E+20          6.74858795E+02          5.89454017E+02          1.08916318E+03          6.83720965E+02          1.79888545E+02
      31000.0000          1.00000000E+20          6.91394682E+02          6.01299022E+02          1.11976494E+03          7.00596844E+02          1.84168271E+02
      32000.0000          1.00000000E+20          7.07786045E+02          6.13003364E+02          1.15016286E+03          7.17327174E+02          1.88406416E+02
      33000.0000          1.00000000E+20          7.24036745E+02          6.24571889E+02          1.18036029E+03          7.33915779E+02          1.92604184E+02
      34000.0000          1.00000000E+20          7.40150391E+02          6.36009125E+02          1.21036039E+03          7.50366238E+02          1.96762702E+02
      35000.0000          1.00000000E+20          7.56130368E+02          6.47319304E+02          1.24016620E+03          7.66681906E+02          2.00883027E+02
      36000.0000          1.00000000E+20          7.71979860E+02          6.58506397E+02          1.26978057E+03          7.82865941E+02          2.04966155E+02
      37000.0000          1.00000000E+20          7.87701864E+02          6.69574128E+02          1.29920627E+03          7.98921317E+02          2.09013022E+02
      38000.0000          1.00000000E+20          8.03299210E+02          6.80526006E+02          1.32844592E+03          8.14850843E+02          2.13024512E+02
      39000.0000          1.00000000E+20          8.18774577E+02          6.91365335E+02          1.35750203E+03          8.30657178E+02          2.17001462E+02
      40000.0000          1.00000000E+20          8.34130502E+02          7.02095233E+02          1.38637703E+03          8.46342841E+02          2.20944663E+02
      41000.0000          1.00000000E+20          8.49369393E+02          7.12718650E+02          1.41507324E+03          8.61910226E+02          2.24854869E+02
      42000.0000          1.00000000E+20          8.64493541E+02          7.23238376E+02          1.44359291E+03          8.77361611E+02          2.28732792E+02
      43000.0000          1.00000000E+20          8.79505129E+02          7.33657060E+02          1.47193820E+03          8.92699164E+02          2.32579112E+02
      44000.0000          1.00000000E+20          8.94406236E+02          7.43977215E+02          1.50011119E+03          9.07924955E+02          2.36394479E+02
      45000.0000          1.00000000E+20          9.09198853E+02          7.54201228E+02          1.52811392E+03          9.23040964E+02          2.40179510E+02
      46000.0000          1.00000000E+20          9.23884880E+02          7.64331375E+02          1.55594834E+03          9.38049083E+02          2.43934796E+02
      47000.0000          1.00000000E+20          9.38466139E+02          7.74369823E+02          1.58361635E+03          9.52951128E+02          2.47660904E+02
      48000.0000          1.00000000E+20          9.52944379E+02          7.84318639E+02          1.61111980E+03          9.67748838E+02          2.51358374E+02
      49000.0000          1.00000000E+20          9.67321277E+02          7.94179797E+02          1.63846048E+03          9.82443887E+02          2.55027726E+02
      50000.0000          1.00000000E+20          9.81598445E+02          8.03955186E+02          1.66564013E+03          9.97037881E+02          2.58669459E+02
      65349.9990          1.00000000E+20          1.18923785E+03          9.44386906E+02          2.06377412E+03          1.20937287E+03          3.11411353E+02
      65350.0010          1.00000000E+20          1.18923788E+03          9.44386923E+02          2.06377417E+03          1.20937289E+03          3.11411359E+02
      67418.9990          1.00000000E+20          1.21570215E+03          9.62079137E+02          2.11485428E+03          1.23644603E+03          3.18106540E+02
      67419.0010          1.00000000E+20          1.21570218E+03          9.62079154E+02          2.11485433E+03          1.23644605E+03          3.18106546E+02
