#Energy      Li   Mn   O  Total
      33000.0000          9.85170928E+03          4.59480620E+02          8.05652697E+02          2.84163144E+02
      34000.0000          1.01220858E+04          4.70934214E+02          8.27541844E+02          2.91491581E+02
      35000.0000          1.03909727E+04          4.82310701E+02          8.49307731E+02          2.98773308E+02
      36000.0000          1.06583810E+04          4.93611346E+02          8.70951411E+02          3.06008983E+02
      37000.0000          1.09243218E+04          5.04837348E+02          8.92473917E+02          3.13199237E+02
      38000.0000          1.11888061E+04          5.15989854E+02          9.13876263E+02          3.20344672E+02
      39000.0000          1.14518446E+04          5.27069958E+02          9.35159445E+02          3.27445869E+02
      40000.0000          1.17134479E+04          5.38078708E+02          9.56324440E+02          3.34503386E+02
      41000.0000          1.19736268E+04          5.49017109E+02          9.77372211E+02          3.41517760E+02
      42000.0000          1.22323916E+04          5.59886124E+02          9.98303705E+02          3.48489511E+02
      43000.0000          1.24897527E+04          5.70686683E+02          1.01911985E+03          3.55419140E+02
      44000.0000          1.27457204E+04          5.81419678E+02          1.03982158E+03          3.62307133E+02
      45000.0000          1.30003049E+04          5.92085974E+02          1.06040977E+03          3.69153960E+02
      46000.0000          1.32535161E+04          6.02686401E+02          1.08088534E+03          3.75960077E+02
      47000.0000          1.35053641E+04          6.13221767E+02          1.10124916E+03          3.82725928E+02
      48000.0000          1.37558587E+04          6.23692850E+02          1.12150209E+03          3.89451943E+02
      49000.0000          1.40050098E+04          6.34100407E+02          1.14164500E+03          3.96138543E+02
      50000.0000          1.42528269E+04          6.44445171E+02          1.16167872E+03          4.02786134E+02
