#Energy      Cr   Mn   Fe   Co   Ni  Total
        840.0000          1.00000000E+20          4.33545744E+01          4.34906105E+01          4.37095018E+01          4.40047720E+01          1.09096208E+01
        850.0000          1.00000000E+20          4.36504590E+01          4.37773055E+01          4.39875117E+01          4.42744988E+01          1.09802940E+01
        850.9990          1.00000000E+20          4.36800101E+01          4.38059413E+01          4.40152831E+01          4.43014462E+01          1.09873533E+01
        851.0010          1.00000000E+20          4.36800693E+01          4.38059986E+01          4.40153387E+01          4.43015001E+01          1.09873675E+01
        859.9990          1.00000000E+20          4.39461702E+01          4.40638784E+01          4.42654572E+01          4.45442249E+01          1.10509430E+01
        860.0000          1.00000000E+20          4.39461997E+01          4.40639071E+01          4.42654850E+01          4.45442518E+01          1.10509501E+01
        860.0010          1.00000000E+20          4.39462293E+01          4.40639357E+01          4.42655128E+01          4.45442788E+01          1.10509572E+01
        870.0000          1.00000000E+20          4.42417890E+01          4.43504058E+01          4.45434097E+01          4.48140169E+01          1.11215865E+01
        876.9990          1.00000000E+20          4.44485781E+01          4.45508604E+01          4.47378945E+01          4.50028254E+01          1.11710119E+01
        877.0010          1.00000000E+20          4.44486372E+01          4.45509176E+01          4.47379501E+01          4.50028793E+01          1.11710260E+01
        880.0000          1.00000000E+20          4.45372199E+01          4.46367928E+01          4.48212750E+01          4.50837806E+01          1.11922007E+01
        890.0000          1.00000000E+20          4.48324860E+01          4.49230598E+01          4.50990703E+01          4.53535303E+01          1.12627905E+01
        900.0000          1.00000000E+20          4.51275811E+01          4.52091988E+01          4.53767862E+01          4.56232543E+01          1.13333536E+01
        910.0000          1.00000000E+20          4.54224998E+01          4.54952028E+01          4.56544133E+01          4.58929415E+01          1.14038881E+01
        920.0000          1.00000000E+20          4.57172369E+01          4.57810649E+01          4.59319433E+01          4.61625813E+01          1.14743920E+01
        930.0000          1.00000000E+20          4.60117875E+01          4.60667788E+01          4.62093682E+01          4.64321640E+01          1.15448636E+01
        930.9990          1.00000000E+20          4.60412027E+01          4.60953132E+01          4.62370768E+01          4.64590918E+01          1.15519018E+01
        931.0010          1.00000000E+20          4.60412616E+01          4.60953703E+01          4.62371323E+01          4.64591458E+01          1.15519159E+01
        940.0000          1.00000000E+20          4.63061473E+01          4.63523386E+01          4.64866803E+01          4.67016803E+01          1.16153012E+01
        950.0000          1.00000000E+20          4.66003121E+01          4.66377388E+01          4.67638728E+01          4.69711215E+01          1.16857033E+01
        960.0000          1.00000000E+20          4.68942782E+01          4.69229744E+01          4.70409390E+01          4.72404793E+01          1.17560685E+01
        970.0000          1.00000000E+20          4.71880420E+01          4.72080405E+01          4.73178727E+01          4.75097461E+01          1.18263954E+01
        980.0000          1.00000000E+20          4.74816004E+01          4.74929327E+01          4.75946683E+01          4.77789147E+01          1.18966827E+01
        990.0000          1.00000000E+20          4.77749504E+01          4.77776470E+01          4.78713202E+01          4.80479782E+01          1.19669293E+01
       1000.0000          1.00000000E+20          4.80680893E+01          4.80621794E+01          4.81478234E+01          4.83169301E+01          1.20371341E+01
       1014.9990          1.00000000E+20          4.85073672E+01          4.84886009E+01          4.85622616E+01          4.87201090E+01          1.21423536E+01
       1015.0010          1.00000000E+20          4.85074257E+01          4.84886578E+01          4.85623168E+01          4.87201628E+01          1.21423676E+01
       1100.0000          1.00000000E+20          5.09874156E+01          5.08968372E+01          5.09037753E+01          5.09991533E+01          1.27366881E+01
       1200.0000          1.00000000E+20          5.38839761E+01          5.37107186E+01          5.36412256E+01          5.36654482E+01          1.34312937E+01
       1300.0000          1.00000000E+20          5.67574115E+01          5.65028798E+01          5.63585815E+01          5.63135055E+01          1.41206412E+01
       1400.0000          1.00000000E+20          5.96080221E+01          5.92732170E+01          5.90552889E+01          5.89422722E+01          1.48046537E+01
       1500.0000          1.00000000E+20          6.24364575E+01          6.20220942E+01          6.17313919E+01          6.15514369E+01          1.54833856E+01
       1600.0000          1.00000000E+20          6.52435417E+01          6.47501296E+01          6.43872771E+01          6.41411273E+01          1.61569651E+01
       1700.0000          1.00000000E+20          6.80301737E+01          6.74580716E+01          6.70235222E+01          6.67117301E+01          1.68255602E+01
       1800.0000          1.00000000E+20          7.07972702E+01          7.01467250E+01          6.96408049E+01          6.92637795E+01          1.74893575E+01
       1900.0000          1.00000000E+20          7.35457326E+01          7.28169078E+01          7.22398472E+01          7.17978884E+01          1.81485509E+01
       2000.0000          1.00000000E+20          7.62764293E+01          7.54694252E+01          7.48213811E+01          7.43147054E+01          1.88033335E+01
       2100.0000          1.00000000E+20          7.89901862E+01          7.81050551E+01          7.73861286E+01          7.68148881E+01          1.94538937E+01
       2200.0000          1.00000000E+20          8.16877829E+01          8.07245406E+01          7.99347894E+01          7.92990859E+01          2.01004126E+01
       2300.0000          1.00000000E+20          8.43699512E+01          8.33285857E+01          8.24680342E+01          8.17679301E+01          2.07430626E+01
       2400.0000          1.00000000E+20          8.70373768E+01          8.59178546E+01          8.49865011E+01          8.42220282E+01          2.13820072E+01
       2500.0000          1.00000000E+20          8.96907002E+01          8.84929718E+01          8.74907945E+01          8.66619603E+01          2.20174005E+01
       2600.0000          1.00000000E+20          9.23305200E+01          9.10545236E+01          8.99814850E+01          8.90882779E+01          2.26493875E+01
       2700.0000          1.00000000E+20          9.49573951E+01          9.36030598E+01          9.24591106E+01          9.15015039E+01          2.32781046E+01
       2800.0000          1.00000000E+20          9.75718478E+01          9.61390960E+01          9.49241775E+01          9.39021328E+01          2.39036800E+01
       2900.0000          1.00000000E+20          1.00174366E+02          9.86631153E+01          9.73771621E+01          9.62906317E+01          2.45262339E+01
       3000.0000          1.00000000E+20          1.02765406E+02          1.01175571E+02          9.98185124E+01          9.86674417E+01          2.51458793E+01
       3100.0000          1.00000000E+20          1.05345396E+02          1.03676889E+02          1.02248650E+02          1.01032979E+02          2.57627225E+01
       3200.0000          1.00000000E+20          1.07914736E+02          1.06167468E+02          1.04667972E+02          1.03387636E+02          2.63768633E+01
       3300.0000          1.00000000E+20          1.10473802E+02          1.08647683E+02          1.07076853E+02          1.05731785E+02          2.69883956E+01
       3400.0000          1.00000000E+20          1.13022947E+02          1.11117889E+02          1.09475643E+02          1.08065774E+02          2.75974078E+01
       3500.0000          1.00000000E+20          1.15562503E+02          1.13578418E+02          1.11864677E+02          1.10389936E+02          2.82039833E+01
       3600.0000          1.00000000E+20          1.18092781E+02          1.16029582E+02          1.14244268E+02          1.12704584E+02          2.88082008E+01
       3700.0000          1.00000000E+20          1.20614078E+02          1.18471679E+02          1.16614711E+02          1.15010013E+02          2.94101345E+01
       3800.0000          1.00000000E+20          1.23126669E+02          1.20904987E+02          1.18976288E+02          1.17306503E+02          3.00098546E+01
       3900.0000          1.00000000E+20          1.25630819E+02          1.23329771E+02          1.21329264E+02          1.19594322E+02          3.06074274E+01
       4000.0000          1.00000000E+20          1.28126774E+02          1.25746280E+02          1.23673890E+02          1.21873720E+02          3.12029158E+01
       4100.0000          1.00000000E+20          1.30614770E+02          1.28154752E+02          1.26010404E+02          1.24144938E+02          3.17963795E+01
       4200.0000          1.00000000E+20          1.33095029E+02          1.30555412E+02          1.28339033E+02          1.26408202E+02          3.23878748E+01
       4300.0000          1.00000000E+20          1.35567762E+02          1.32948471E+02          1.30659992E+02          1.28663729E+02          3.29774555E+01
       4400.0000          1.00000000E+20          1.38033170E+02          1.35334134E+02          1.32973485E+02          1.30911724E+02          3.35651726E+01
       4500.0000          1.00000000E+20          1.40491442E+02          1.37712592E+02          1.35279706E+02          1.33152382E+02          3.41510746E+01
       4600.0000          1.00000000E+20          1.42942760E+02          1.40084028E+02          1.37578841E+02          1.35385892E+02          3.47352076E+01
       4700.0000          1.00000000E+20          1.45387296E+02          1.42448618E+02          1.39871065E+02          1.37612430E+02          3.53176158E+01
       4800.0000          1.00000000E+20          1.47825215E+02          1.44806528E+02          1.42156548E+02          1.39832167E+02          3.58983411E+01
       4900.0000          1.00000000E+20          1.50256674E+02          1.47157916E+02          1.44435450E+02          1.42045265E+02          3.64774235E+01
       5000.0000          1.00000000E+20          1.52681821E+02          1.49502935E+02          1.46707924E+02          1.44251879E+02          3.70549013E+01
       5100.0000          1.00000000E+20          1.55100800E+02          1.51841729E+02          1.48974118E+02          1.46452157E+02          3.76308112E+01
       5200.0000          1.00000000E+20          1.57513747E+02          1.54174437E+02          1.51234171E+02          1.48646242E+02          3.82051880E+01
       5300.0000          1.00000000E+20          1.59920793E+02          1.56501192E+02          1.53488219E+02          1.50834270E+02          3.87780654E+01
       5400.0000          1.00000000E+20          1.62322063E+02          1.58822120E+02          1.55736390E+02          1.53016370E+02          3.93494753E+01
       5500.0000          1.00000000E+20          1.64717677E+02          1.61137344E+02          1.57978808E+02          1.55192669E+02          3.99194486E+01
       5600.0000          1.00000000E+20          1.67107750E+02          1.63446980E+02          1.60215591E+02          1.57363285E+02          4.04880148E+01
       5700.0000          1.00000000E+20          1.69492392E+02          1.65751141E+02          1.62446853E+02          1.59528336E+02          4.10552022E+01
       5800.0000          1.00000000E+20          1.71871709E+02          1.68049934E+02          1.64672704E+02          1.61687930E+02          4.16210381E+01
       5900.0000          1.00000000E+20          1.74245803E+02          1.70343463E+02          1.66893248E+02          1.63842176E+02          4.21855485E+01
       5994.9990          1.00000000E+20          1.76496420E+02          1.72517506E+02          1.68997920E+02          1.65883827E+02          4.27206231E+01
       5995.0010          1.00000000E+20          1.76496468E+02          1.72517552E+02          1.68997964E+02          1.65883870E+02          4.27206343E+01
       6000.0000          1.00000000E+20          1.76614772E+02          1.72631826E+02          1.69108587E+02          1.65991175E+02          4.27487587E+01
       6100.0000          1.00000000E+20          1.78978709E+02          1.74915121E+02          1.71318817E+02          1.68135026E+02          4.33106928E+01
       6200.0000          1.00000000E+20          1.81337706E+02          1.77193439E+02          1.73524033E+02          1.70273825E+02          4.38713742E+01
       6300.0000          1.00000000E+20          1.83691849E+02          1.79466868E+02          1.75724325E+02          1.72407662E+02          4.44308252E+01
       6400.0000          1.00000000E+20          1.86041222E+02          1.81735495E+02          1.77919780E+02          1.74536627E+02          4.49890677E+01
       6500.0000          1.00000000E+20          1.88385907E+02          1.83999402E+02          1.80110482E+02          1.76660803E+02          4.55461223E+01
       6543.9990          1.00000000E+20          1.89416080E+02          1.84994023E+02          1.81072883E+02          1.77593925E+02          4.57908497E+01
       6544.0010          1.00000000E+20          1.89416126E+02          1.84994069E+02          1.81072927E+02          1.77593967E+02          4.57908608E+01
       6600.0000          1.00000000E+20          1.90725981E+02          1.86258668E+02          1.82296511E+02          1.78780275E+02          4.61020093E+01
       6700.0000          1.00000000E+20          1.93061520E+02          1.88513371E+02          1.84477946E+02          1.80895120E+02          4.66567480E+01
       6800.0000          1.00000000E+20          1.95392597E+02          1.90763584E+02          1.86654862E+02          1.83005416E+02          4.72103574E+01
       6900.0000          1.00000000E+20          1.97719282E+02          1.93009379E+02          1.88827332E+02          1.85111237E+02          4.77628554E+01
       7000.0000          1.00000000E+20          2.00041643E+02          1.95250825E+02          1.90995427E+02          1.87212655E+02          4.83142597E+01
       7100.0000          1.00000000E+20          2.02359746E+02          1.97487990E+02          1.93159216E+02          1.89309738E+02          4.88645871E+01
       7116.9990          1.00000000E+20          2.02753381E+02          1.97867865E+02          1.93526615E+02          1.89665795E+02          4.89580314E+01
       7117.0010          1.00000000E+20          2.02753428E+02          1.97867910E+02          1.93526658E+02          1.89665837E+02          4.89580424E+01
       7200.0000          1.00000000E+20          2.04673654E+02          1.99720939E+02          1.95318763E+02          1.91402555E+02          4.94138542E+01
       7300.0000          1.00000000E+20          2.06983429E+02          2.01949733E+02          1.97474133E+02          1.93491169E+02          4.99620768E+01
       7400.0000          1.00000000E+20          2.09289130E+02          2.04174434E+02          1.99625388E+02          1.95575645E+02          5.05092703E+01
       7500.0000          1.00000000E+20          2.11590816E+02          2.06395101E+02          2.01772588E+02          1.97656042E+02          5.10554496E+01
       7600.0000          1.00000000E+20          2.13888542E+02          2.08611791E+02          2.03915791E+02          1.99732421E+02          5.16006291E+01
       7700.0000          1.00000000E+20          2.16182362E+02          2.10824559E+02          2.06055053E+02          2.01804838E+02          5.21448229E+01
       7714.9990          1.00000000E+20          2.16526078E+02          2.11156117E+02          2.06375585E+02          2.02115342E+02          5.22263623E+01
       7715.0010          1.00000000E+20          2.16526124E+02          2.11156161E+02          2.06375628E+02          2.02115383E+02          5.22263732E+01
       7800.0000          1.00000000E+20          2.18472329E+02          2.13033458E+02          2.08190429E+02          2.03873350E+02          5.26880445E+01
       7900.0000          1.00000000E+20          2.20758494E+02          2.15238542E+02          2.10321972E+02          2.05938009E+02          5.32303071E+01
       8000.0000          1.00000000E+20          2.23040906E+02          2.17439859E+02          2.12449734E+02          2.07998869E+02          5.37716236E+01
       8100.0000          1.00000000E+20          2.25319614E+02          2.19637460E+02          2.14573764E+02          2.10055981E+02          5.43120063E+01
       8200.0000          1.00000000E+20          2.27594664E+02          2.21831392E+02          2.16694111E+02          2.12109393E+02          5.48514674E+01
       8300.0000          1.00000000E+20          2.29866102E+02          2.24021702E+02          2.18810823E+02          2.14159154E+02          5.53900185E+01
       8337.9990          1.00000000E+20          2.30728287E+02          2.24853057E+02          2.19614208E+02          2.14937096E+02          5.55944263E+01
       8338.0010          1.00000000E+20          2.30728333E+02          2.24853101E+02          2.19614251E+02          2.14937137E+02          5.55944371E+01
       8400.0000          1.00000000E+20          2.32133971E+02          2.26208433E+02          2.20923945E+02          2.16205311E+02          5.59276710E+01
       8500.0000          1.00000000E+20          2.34398315E+02          2.28391631E+02          2.23033521E+02          2.18247910E+02          5.64644361E+01
       8600.0000          1.00000000E+20          2.36659175E+02          2.30571338E+02          2.25139596E+02          2.20286993E+02          5.70003246E+01
       8700.0000          1.00000000E+20          2.38916592E+02          2.32747594E+02          2.27242211E+02          2.22322605E+02          5.75353469E+01
       8800.0000          1.00000000E+20          2.41170605E+02          2.34920441E+02          2.29341408E+02          2.24354788E+02          5.80695132E+01
       8900.0000          1.00000000E+20          2.43421253E+02          2.37089918E+02          2.31437226E+02          2.26383581E+02          5.86028335E+01
       9000.0000          1.00000000E+20          2.45668573E+02          2.39256062E+02          2.33529705E+02          2.28409025E+02          5.91353174E+01
       9100.0000          1.00000000E+20          2.47912602E+02          2.41418912E+02          2.35618882E+02          2.30431158E+02          5.96669745E+01
       9200.0000          1.00000000E+20          2.50153375E+02          2.43578502E+02          2.37704795E+02          2.32450019E+02          6.01978139E+01
       9300.0000          1.00000000E+20          2.52390926E+02          2.45734870E+02          2.39787480E+02          2.34465643E+02          6.07278445E+01
       9400.0000          1.00000000E+20          2.54625290E+02          2.47888049E+02          2.41866971E+02          2.36478067E+02          6.12570751E+01
       9500.0000          1.00000000E+20          2.56856500E+02          2.50038072E+02          2.43943304E+02          2.38487326E+02          6.17855143E+01
       9600.0000          1.00000000E+20          2.59084587E+02          2.52184974E+02          2.46016510E+02          2.40493453E+02          6.23131702E+01
       9700.0000          1.00000000E+20          2.61309582E+02          2.54328784E+02          2.48086624E+02          2.42496483E+02          6.28400511E+01
       9800.0000          1.00000000E+20          2.63531517E+02          2.56469536E+02          2.50153677E+02          2.44496446E+02          6.33661649E+01
       9900.0000          1.00000000E+20          2.65750422E+02          2.58607259E+02          2.52217700E+02          2.46493376E+02          6.38915192E+01
      10000.0000          1.00000000E+20          2.67966325E+02          2.60741983E+02          2.54278724E+02          2.48487304E+02          6.44161217E+01
      11000.0000          1.00000000E+20          2.89966216E+02          2.81930361E+02          2.74730191E+02          2.68267743E+02          6.96223347E+01
      12000.0000          1.00000000E+20          3.11693576E+02          3.02847070E+02          2.94910508E+02          2.87777255E+02          7.47605156E+01
      13000.0000          1.00000000E+20          3.33168867E+02          3.23513011E+02          3.14841004E+02          3.07037588E+02          7.98359639E+01
      14000.0000          1.00000000E+20          3.54408937E+02          3.43945391E+02          3.34539236E+02          3.26066641E+02          8.48530422E+01
      15000.0000          1.00000000E+20          3.75427883E+02          3.64158601E+02          3.54019887E+02          3.44879381E+02          8.98153991E+01
      16000.0000          1.00000000E+20          3.96237666E+02          3.84164849E+02          3.73295405E+02          3.63488494E+02          9.47261288E+01
      17000.0000          1.00000000E+20          4.16848560E+02          4.03974614E+02          3.92376472E+02          3.81904861E+02          9.95878874E+01
      18000.0000          1.00000000E+20          4.37269488E+02          4.23596991E+02          4.11272354E+02          4.00137919E+02          1.04402979E+02
      19000.0000          1.00000000E+20          4.57508272E+02          4.43039949E+02          4.29991166E+02          4.18195926E+02          1.09173423E+02
      20000.0000          1.00000000E+20          4.77571829E+02          4.62310529E+02          4.48540073E+02          4.36086171E+02          1.13901001E+02
      21000.0000          1.00000000E+20          4.97466327E+02          4.81415004E+02          4.66925453E+02          4.53815137E+02          1.18587301E+02
      22000.0000          1.00000000E+20          5.17197301E+02          5.00358998E+02          4.85153022E+02          4.71388632E+02          1.23233747E+02
      23000.0000          1.00000000E+20          5.36769749E+02          5.19147589E+02          5.03227935E+02          4.88811888E+02          1.27841623E+02
      24000.0000          1.00000000E+20          5.56188217E+02          5.37785387E+02          5.21154868E+02          5.06089650E+02          1.32412094E+02
      25000.0000          1.00000000E+20          5.75456856E+02          5.56276599E+02          5.38938087E+02          5.23226242E+02          1.36946223E+02
      26000.0000          1.00000000E+20          5.94579478E+02          5.74625085E+02          5.56581500E+02          5.40225623E+02          1.41444985E+02
      27000.0000          1.00000000E+20          6.13559601E+02          5.92834404E+02          5.74088708E+02          5.57091436E+02          1.45909278E+02
      28000.0000          1.00000000E+20          6.32400480E+02          6.10907845E+02          5.91463038E+02          5.73827045E+02          1.50339933E+02
      29000.0000          1.00000000E+20          6.51105145E+02          6.28848466E+02          6.08707577E+02          5.90435571E+02          1.54737721E+02
      30000.0000          1.00000000E+20          6.69676423E+02          6.46659120E+02          6.25825203E+02          6.06919918E+02          1.59103360E+02
      31000.0000          1.00000000E+20          6.88116962E+02          6.64342472E+02          6.42818604E+02          6.23282798E+02          1.63437522E+02
      32000.0000          1.00000000E+20          7.06429249E+02          6.81901027E+02          6.59690301E+02          6.39526751E+02          1.67740838E+02
      33000.0000          1.00000000E+20          7.24615627E+02          6.99337139E+02          6.76442665E+02          6.55654163E+02          1.72013899E+02
      34000.0000          1.00000000E+20          7.42678310E+02          7.16653032E+02          6.93077930E+02          6.71667283E+02          1.76257267E+02
      35000.0000          1.00000000E+20          7.60619394E+02          7.33850810E+02          7.09598209E+02          6.87568235E+02          1.80471468E+02
      36000.0000          1.00000000E+20          7.78440872E+02          7.50932468E+02          7.26005504E+02          7.03359028E+02          1.84657005E+02
      37000.0000          1.00000000E+20          7.96144636E+02          7.67899904E+02          7.42301717E+02          7.19041570E+02          1.88814354E+02
      38000.0000          1.00000000E+20          8.13732495E+02          7.84754924E+02          7.58488657E+02          7.34617676E+02          1.92943968E+02
      39000.0000          1.00000000E+20          8.31206174E+02          8.01499253E+02          7.74568049E+02          7.50089073E+02          1.97046280E+02
      40000.0000          1.00000000E+20          8.48567324E+02          8.18134540E+02          7.90541543E+02          7.65457412E+02          2.01121704E+02
      41000.0000          1.00000000E+20          8.65817531E+02          8.34662365E+02          8.06410715E+02          7.80724269E+02          2.05170635E+02
      42000.0000          1.00000000E+20          8.82958316E+02          8.51084244E+02          8.22177080E+02          7.95891156E+02          2.09193453E+02
      43000.0000          1.00000000E+20          8.99991142E+02          8.67401634E+02          8.37842088E+02          8.10959523E+02          2.13190523E+02
      44000.0000          1.00000000E+20          9.16917419E+02          8.83615938E+02          8.53407137E+02          8.25930763E+02          2.17162196E+02
      45000.0000          1.00000000E+20          9.33738508E+02          8.99728507E+02          8.68873572E+02          8.40806216E+02          2.21108809E+02
      46000.0000          1.00000000E+20          9.50455721E+02          9.15740644E+02          8.84242689E+02          8.55587173E+02          2.25030688E+02
      47000.0000          1.00000000E+20          9.67070330E+02          9.31653610E+02          8.99515740E+02          8.70274881E+02          2.28928149E+02
      48000.0000          1.00000000E+20          9.83583563E+02          9.47468623E+02          9.14693936E+02          8.84870541E+02          2.32801496E+02
      49000.0000          1.00000000E+20          9.99996613E+02          9.63186864E+02          9.29778446E+02          8.99375318E+02          2.36651023E+02
      50000.0000          1.00000000E+20          1.01631064E+03          9.78809477E+02          9.44770406E+02          9.13790337E+02          2.40477016E+02
