#Energy      C   H   N   O  Total
       7800.0000          1.67679951E+03          7.31271000E+03          5.41122724E+03          5.03775729E+03          8.95716703E+02
       7900.0000          1.69749397E+03          7.40423505E+03          5.47769186E+03          5.09930111E+03          9.06761765E+02
       8000.0000          1.71817487E+03          7.49570700E+03          5.54411113E+03          5.16080102E+03          9.17799519E+02
       8100.0000          1.73884226E+03          7.58712589E+03          5.61048522E+03          5.22225723E+03          9.28829989E+02
       8200.0000          1.75949616E+03          7.67849177E+03          5.67681428E+03          5.28366991E+03          9.39853196E+02
       8300.0000          1.78013663E+03          7.76980469E+03          5.74309849E+03          5.34503926E+03          9.50869164E+02
       8400.0000          1.80076371E+03          7.86106468E+03          5.80933798E+03          5.40636545E+03          9.61877914E+02
       8500.0000          1.82137741E+03          7.95227180E+03          5.87553293E+03          5.46764865E+03          9.72879467E+02
       8600.0000          1.84197780E+03          8.04342608E+03          5.94168347E+03          5.52888904E+03          9.83873844E+02
       8700.0000          1.86256489E+03          8.13452757E+03          6.00778975E+03          5.59008678E+03          9.94861066E+02
       8800.0000          1.88313873E+03          8.22557632E+03          6.07385191E+03          5.65124204E+03          1.00584115E+03
       8900.0000          1.90369935E+03          8.31657236E+03          6.13987010E+03          5.71235497E+03          1.01681412E+03
       9000.0000          1.92424679E+03          8.40751574E+03          6.20584443E+03          5.77342572E+03          1.02777999E+03
       9100.0000          1.94478107E+03          8.49840651E+03          6.27177506E+03          5.83445445E+03          1.03873879E+03
       9200.0000          1.96530223E+03          8.58924471E+03          6.33766211E+03          5.89544131E+03          1.04969052E+03
       9300.0000          1.98581030E+03          8.68003038E+03          6.40350570E+03          5.95638644E+03          1.06063521E+03
       9400.0000          2.00630531E+03          8.77076356E+03          6.46930596E+03          6.01728998E+03          1.07157288E+03
       9500.0000          2.02678729E+03          8.86144429E+03          6.53506302E+03          6.07815206E+03          1.08250354E+03
       9600.0000          2.04725628E+03          8.95207263E+03          6.60077698E+03          6.13897284E+03          1.09342721E+03
       9700.0000          2.06771229E+03          9.04264861E+03          6.66644798E+03          6.19975242E+03          1.10434390E+03
       9800.0000          2.08815537E+03          9.13317227E+03          6.73207611E+03          6.26049096E+03          1.11525363E+03
       9900.0000          2.10858553E+03          9.22364366E+03          6.79766150E+03          6.32118857E+03          1.12615643E+03
      10000.0000          2.12900281E+03          9.31406282E+03          6.86320426E+03          6.38184538E+03          1.13705230E+03
      11000.0000          2.33247276E+03          1.02153910E+04          7.51630986E+03          6.98619513E+03          1.24563328E+03
      12000.0000          2.53468178E+03          1.11115421E+04          8.16526022E+03          7.58658589E+03          1.35353709E+03
      13000.0000          2.73565162E+03          1.20025570E+04          8.81013975E+03          8.18311115E+03          1.46077593E+03
      14000.0000          2.93540153E+03          1.28884762E+04          9.45102207E+03          8.77585153E+03          1.56736052E+03
      15000.0000          3.13394883E+03          1.37693394E+04          1.00879725E+04          9.36487784E+03          1.67330050E+03
      16000.0000          3.33130936E+03          1.46451858E+04          1.07210502E+04          9.95025327E+03          1.77860466E+03
      17000.0000          3.52749775E+03          1.55160539E+04          1.13503088E+04          1.05320350E+04          1.88328106E+03
      18000.0000          3.72252768E+03          1.63819821E+04          1.19757982E+04          1.11102753E+04          1.98733725E+03
      19000.0000          3.91641202E+03          1.72430081E+04          1.25975649E+04          1.16850224E+04          2.09078030E+03
      20000.0000          4.10916297E+03          1.80991692E+04          1.32156524E+04          1.22563215E+04          2.19361689E+03
      21000.0000          4.30079219E+03          1.89505024E+04          1.38301020E+04          1.28242148E+04          2.29585339E+03
      22000.0000          4.49131084E+03          1.97970442E+04          1.44409529E+04          1.33887422E+04          2.39749590E+03
      23000.0000          4.68072966E+03          2.06388308E+04          1.50482426E+04          1.39499416E+04          2.49855026E+03
      24000.0000          4.86905902E+03          2.14758980E+04          1.56520072E+04          1.45078491E+04          2.59902213E+03
      25000.0000          5.05630898E+03          2.23082812E+04          1.62522812E+04          1.50624994E+04          2.69891696E+03
      26000.0000          5.24248931E+03          2.31360155E+04          1.68490982E+04          1.56139258E+04          2.79824005E+03
      27000.0000          5.42760950E+03          2.39591355E+04          1.74424907E+04          1.61621603E+04          2.89699655E+03
      28000.0000          5.61167884E+03          2.47776758E+04          1.80324902E+04          1.67072341E+04          2.99519147E+03
      29000.0000          5.79470637E+03          2.55916703E+04          1.86191273E+04          1.72491771E+04          3.09282971E+03
      30000.0000          5.97670096E+03          2.64011527E+04          1.92024320E+04          1.77880186E+04          3.18991606E+03
      31000.0000          6.15767128E+03          2.72061566E+04          1.97824335E+04          1.83237870E+04          3.28645521E+03
      32000.0000          6.33762586E+03          2.80067149E+04          2.03591603E+04          1.88565101E+04          3.38245174E+03
      33000.0000          6.51657305E+03          2.88028604E+04          2.09326403E+04          1.93862149E+04          3.47791016E+03
      34000.0000          6.69452107E+03          2.95946256E+04          2.15029010E+04          1.99129279E+04          3.57283489E+03
      35000.0000          6.87147797E+03          3.03820426E+04          2.20699692E+04          2.04366749E+04          3.66723029E+03
      36000.0000          7.04745172E+03          3.11651433E+04          2.26338714E+04          2.09574812E+04          3.76110061E+03
      37000.0000          7.22245012E+03          3.19439593E+04          2.31946334E+04          2.14753718E+04          3.85445008E+03
      38000.0000          7.39648090E+03          3.27185218E+04          2.37522807E+04          2.19903710E+04          3.94728282E+03
      39000.0000          7.56955163E+03          3.34888618E+04          2.43068384E+04          2.25025027E+04          4.03960293E+03
      40000.0000          7.74166982E+03          3.42550100E+04          2.48583312E+04          2.30117906E+04          4.13141443E+03
      41000.0000          7.91284284E+03          3.50169968E+04          2.54067835E+04          2.35182577E+04          4.22272127E+03
      42000.0000          8.08307799E+03          3.57748523E+04          2.59522191E+04          2.40219269E+04          4.31352738E+03
      43000.0000          8.25238245E+03          3.65286063E+04          2.64946618E+04          2.45228206E+04          4.40383661E+03
      44000.0000          8.42076335E+03          3.72782886E+04          2.70341348E+04          2.50209608E+04          4.49365278E+03
      45000.0000          8.58822768E+03          3.80239283E+04          2.75706611E+04          2.55163694E+04          4.58297964E+03
      46000.0000          8.75478238E+03          3.87655546E+04          2.81042634E+04          2.60090678E+04          4.67182091E+03
      47000.0000          8.92043431E+03          3.95031962E+04          2.86349642E+04          2.64990771E+04          4.76018028E+03
      48000.0000          9.08519023E+03          4.02368816E+04          2.91627854E+04          2.69864183E+04          4.84806135E+03
      49000.0000          9.24905683E+03          4.09666391E+04          2.96877490E+04          2.74711119E+04          4.93546772E+03
      50000.0000          9.41204074E+03          4.16924968E+04          3.02098766E+04          2.79531782E+04          5.02240294E+03
